EXP_ID,Stage,Condition,Area,Circ.,AR,Round,Solidity
Batch2,DIV3,Control,62.73,0.954,1.051,0.952,0.91
Batch2,DIV3,Control,44.118,0.795,1.904,0.525,0.889
Batch2,DIV3,Control,29.642,0.909,1.575,0.635,0.887
Batch2,DIV3,Control,102.023,0.798,1.339,0.747,0.873
Batch2,DIV3,Control,64.109,0.764,2.274,0.44,0.861
Batch2,DIV3,Control,64.109,0.943,1.323,0.756,0.925
Batch2,DIV3,Control,73.76,0.839,1.748,0.572,0.907
Batch2,DIV3,Control,57.215,0.753,1.669,0.599,0.856
Batch2,DIV3,Control,43.429,0.983,1.081,0.925,0.913
Batch2,DIV3,Control,36.535,0.957,1.11,0.901,0.891
Batch2,DIV3,Control,73.07,0.893,1.229,0.814,0.902
Batch2,DIV3,Control,68.934,0.907,1.27,0.788,0.905
Batch2,DIV3,Control,64.109,0.988,1.116,0.896,0.944
Batch2,DIV3,Control,44.807,0.973,1.04,0.961,0.922
Batch2,DIV3,Control,46.875,0.962,1.18,0.847,0.913
Batch2,DIV3,Control,121.324,0.855,1.542,0.649,0.921
Batch2,DIV3,Control,73.76,0.654,2.646,0.378,0.863
Batch2,DIV3,Control,64.109,0.912,1.088,0.919,0.907
Batch2,DIV3,Control,80.653,0.694,2.616,0.382,0.9
Batch2,DIV3,Control,68.245,0.927,1.233,0.811,0.908
Batch2,DIV3,Control,72.381,0.813,1.636,0.611,0.879
Batch2,DIV3,Control,145.451,0.73,1.534,0.652,0.887
Batch2,DIV3,Control,57.215,0.87,1.406,0.711,0.883
Batch2,DIV3,Control,71.002,0.636,2.621,0.382,0.831
Batch2,DIV3,Control,144.072,0.61,1.375,0.727,0.799
Batch2,DIV3,Control,71.002,0.807,1.506,0.664,0.877
Batch2,DIV3,Control,74.449,0.91,1.126,0.888,0.908
Batch2,DIV3,Control,79.274,0.795,2.022,0.494,0.906
Batch2,DIV3,Control,73.76,0.941,1.284,0.779,0.939
Batch2,DIV3,Control,71.692,0.739,2.141,0.467,0.86
Batch2,DIV3,Control,69.624,0.888,1.304,0.767,0.935
Batch2,DIV3,Control,69.624,0.946,1.244,0.804,0.931
Batch2,DIV3,Control,73.76,0.839,1.803,0.555,0.918
Batch2,DIV3,Control,77.896,0.826,1.86,0.538,0.908
Batch2,DIV3,Control,73.76,0.864,1.254,0.798,0.903
Batch2,DIV3,Control,74.449,0.938,1.092,0.916,0.904
Batch2,DIV3,Control,46.186,0.948,1.221,0.819,0.905
Batch2,DIV3,Control,79.964,0.873,1.539,0.65,0.903
Batch2,DIV3,Control,84.1,0.79,1.86,0.538,0.887
Batch2,DIV3,Control,85.478,0.762,2.01,0.497,0.905
Batch2,DIV3,Control,85.478,0.907,1.669,0.599,0.939
Batch2,DIV3,Control,88.925,0.868,1.866,0.536,0.942
Batch2,DIV3,Control,55.837,0.849,1.543,0.648,0.905
Batch2,DIV3,Control,91.682,0.909,1.281,0.781,0.917
Batch2,DIV3,Control,84.1,0.79,1.695,0.59,0.891
Batch2,DIV3,Control,77.206,0.973,1.064,0.94,0.929
Batch2,DIV3,Control,95.129,0.634,2.763,0.362,0.873
Batch2,DIV3,Control,87.546,0.929,1.043,0.959,0.917
Batch2,DIV3,Control,84.789,0.936,1.187,0.843,0.928
Batch2,DIV3,Control,86.857,0.852,1.537,0.651,0.897
Batch2,DIV3,Control,108.916,0.86,1.545,0.647,0.911
Batch2,DIV3,Control,77.206,0.893,1.203,0.831,0.896
Batch2,DIV3,Control,60.662,0.564,2.841,0.352,0.772
Batch2,DIV3,Control,136.49,0.819,1.087,0.92,0.882
Batch2,DIV3,Control,83.41,0.86,1.362,0.734,0.92
Batch2,DIV3,Control,53.079,0.77,1.551,0.645,0.846
Batch2,DIV3,Control,79.964,0.894,1.253,0.798,0.921
Batch2,DIV3,Control,104.78,0.831,1.687,0.593,0.905
Batch2,DIV3,Control,62.041,0.871,1.197,0.836,0.882
Batch2,DIV3,Control,80.653,0.917,1.323,0.756,0.914
Batch2,DIV3,Control,69.624,0.977,1.079,0.927,0.918
Batch2,DIV3,Control,84.789,0.632,2.697,0.371,0.857
Batch2,DIV3,Control,43.429,1,1.132,0.883,0.947
Batch2,DIV3,Control,122.703,0.864,1.515,0.66,0.93
Batch2,DIV3,Control,83.41,0.827,1.438,0.695,0.89
Batch2,DIV3,Control,95.819,0.779,2.186,0.457,0.897
Batch2,DIV3,Control,93.061,0.784,2.046,0.489,0.888
Batch2,DIV3,Control,73.76,0.89,1.496,0.668,0.907
Batch2,DIV3,Control,46.875,1,1.028,0.973,0.938
Batch2,DIV3,Control,102.712,0.874,1.708,0.585,0.934
Batch2,DIV3,Control,96.508,0.897,1.611,0.621,0.933
Batch2,DIV3,Control,116.499,0.821,1.757,0.569,0.926
Batch2,DIV3,Control,97.887,0.854,1.576,0.634,0.91
Batch2,DIV3,Control,92.372,0.698,2.309,0.433,0.876
Batch2,DIV3,Control,96.508,0.907,1.366,0.732,0.93
Batch2,DIV3,Control,41.361,0.817,1.301,0.768,0.87
Batch2,DIV3,Control,90.993,0.928,1.102,0.908,0.926
Batch2,DIV3,Control,103.401,0.926,1.181,0.847,0.909
Batch2,DIV3,Control,106.159,0.903,1.351,0.74,0.922
Batch2,DIV3,Control,86.168,0.889,1.272,0.786,0.916
Batch2,DIV3,Control,106.159,0.872,1.736,0.576,0.925
Batch2,DIV3,Control,108.227,0.748,2.208,0.453,0.897
Batch2,DIV3,Control,48.943,0.982,1.257,0.795,0.959
Batch2,DIV3,Control,97.887,0.886,1.22,0.82,0.919
Batch2,DIV3,Control,91.682,0.852,1.641,0.61,0.908
Batch2,DIV3,Control,53.769,0.935,1.038,0.963,0.912
Batch2,DIV3,Control,90.993,0.965,1.032,0.969,0.926
Batch2,DIV3,Control,98.576,0.83,1.811,0.552,0.914
Batch2,DIV3,Control,100.644,0.946,1.223,0.818,0.933
Batch2,DIV3,Control,92.372,0.953,1.36,0.735,0.944
Batch2,DIV3,Control,101.333,0.841,1.732,0.577,0.91
Batch2,DIV3,Control,115.809,0.843,1.825,0.548,0.939
Batch2,DIV3,Control,82.721,0.843,1.301,0.768,0.882
Batch2,DIV3,Control,97.887,0.886,1.411,0.709,0.919
Batch2,DIV3,Control,113.741,0.791,1.507,0.664,0.88
Batch2,DIV3,Control,71.002,0.906,1.082,0.924,0.932
Batch2,DIV3,Control,104.78,0.869,1.809,0.553,0.933
Batch2,DIV3,Control,86.168,0.94,1.169,0.855,0.923
Batch2,DIV3,Control,98.576,0.688,1.994,0.502,0.888
Batch2,DIV3,Control,102.023,0.868,1.471,0.68,0.922
Batch2,DIV3,Control,51.011,0.969,1.043,0.958,0.925
Batch2,DIV3,Control,88.925,0.882,1.233,0.811,0.908
Batch2,DIV3,Control,39.292,0.985,1.223,0.818,0.919
Batch2,DIV3,Control,88.925,0.836,1.51,0.662,0.896
Batch2,DIV3,Control,96.508,0.932,1.199,0.834,0.927
Batch2,DIV3,Control,101.333,0.885,1.245,0.803,0.91
Batch2,DIV3,Control,97.887,0.854,1.711,0.584,0.907
Batch2,DIV3,Control,96.508,0.897,1.329,0.752,0.912
Batch2,DIV3,Control,75.828,0.862,1.381,0.724,0.894
Batch2,DIV3,Control,80.653,0.809,1.727,0.579,0.932
Batch2,DIV3,Control,108.916,0.753,2.227,0.449,0.919
Batch2,DIV3,Control,72.381,0.924,1.386,0.721,0.929
Batch2,DIV3,Control,71.692,0.915,1.222,0.818,0.916
Batch2,DIV3,Control,100.644,0.761,2.258,0.443,0.904
Batch2,DIV3,Control,89.614,0.951,1.226,0.816,0.925
Batch2,DIV3,Control,94.44,0.937,1.244,0.804,0.932
Batch2,DIV3,Control,33.088,0.883,1.444,0.693,0.923
Batch2,DIV3,Control,50.322,0.942,1.324,0.755,0.89
Batch2,DIV3,Control,57.215,0.841,1.626,0.615,0.892
Batch2,DIV3,Control,53.079,0.755,1.974,0.507,0.865
Batch2,DIV3,Control,64.109,0.774,1.955,0.512,0.873
Batch2,DIV3,Control,140.626,0.651,2.293,0.436,0.897
Batch2,DIV3,Control,62.041,0.832,1.661,0.602,0.896
Batch2,DIV3,Control,65.487,0.902,1.485,0.674,0.927
Batch2,DIV3,Control,144.762,0.793,1.302,0.768,0.892
Batch2,DIV3,Control,51.011,0.92,1.222,0.818,0.902
Batch2,DIV3,Control,66.866,0.671,2.562,0.39,0.866
Batch2,DIV3,Control,62.041,0.827,2.051,0.488,0.938
Batch2,DIV3,Control,69.624,0.888,1.424,0.702,0.914
Batch2,DIV3,Control,57.215,0.753,1.905,0.525,0.869
Batch2,DIV3,Control,66.866,0.951,1.072,0.933,0.924
Batch2,DIV3,Control,66.177,0.683,1.942,0.515,0.814
Batch2,DIV3,Control,67.556,0.851,1.105,0.905,0.887
Batch2,DIV3,Control,102.023,0.719,1.347,0.742,0.868
Batch2,DIV3,Control,68.245,0.871,1.547,0.646,0.921
Batch2,DIV3,Control,64.798,0.88,1.29,0.775,0.9
Batch2,DIV3,Control,148.898,0.659,2.256,0.443,0.834
Batch2,DIV3,Control,63.419,0.89,1.588,0.63,0.898
Batch2,DIV3,Control,68.245,0.875,1.612,0.62,0.884
Batch2,DIV3,Control,68.245,0.849,1.709,0.585,0.892
Batch2,DIV3,Control,65.487,0.932,1.226,0.816,0.927
Batch2,DIV3,Control,65.487,0.878,1.333,0.75,0.888
Batch2,DIV3,Control,62.041,0.772,2.228,0.449,0.891
Batch2,DIV3,Control,148.898,0.733,1.685,0.593,0.885
Batch2,DIV3,Control,79.274,0.668,2.335,0.428,0.861
Batch2,DIV3,Control,65.487,0.825,1.812,0.552,0.896
Batch2,DIV3,Control,75.828,0.732,2.108,0.474,0.876
Batch2,DIV3,Control,69.624,0.73,2.107,0.475,0.852
Batch2,DIV3,Control,76.517,0.642,2.589,0.386,0.874
Batch2,DIV3,Control,75.828,0.862,1.479,0.676,0.913
Batch2,DIV3,Control,69.624,0.825,1.639,0.61,0.894
Batch2,DIV3,Control,58.594,0.891,1.506,0.664,0.909
Batch2,DIV3,Control,149.587,0.65,1.574,0.635,0.856
Batch2,DIV3,Control,70.313,0.943,1.261,0.793,0.907
Batch2,DIV3,Control,73.76,0.704,2.499,0.4,0.888
Batch2,DIV3,Control,75.138,0.737,2.402,0.416,0.842
Batch2,DIV3,Control,149.587,0.603,2.117,0.472,0.805
Batch2,DIV3,Control,84.789,0.62,2.974,0.336,0.869
Batch2,DIV3,Control,73.76,0.815,1.945,0.514,0.915
Batch2,DIV3,Control,77.206,0.625,2.677,0.374,0.865
Batch2,DIV3,Control,80.653,0.818,1.622,0.616,0.929
Batch2,DIV3,Control,90.304,0.797,1.71,0.585,0.891
Batch2,DIV3,Control,89.614,0.899,1.087,0.92,0.909
Batch2,DIV3,Control,80.653,0.973,1.095,0.913,0.921
Batch2,DIV3,Control,88.236,0.707,2.345,0.426,0.898
Batch2,DIV3,Control,39.292,0.943,1.228,0.814,0.905
Batch2,DIV3,Control,148.209,0.663,1.675,0.597,0.83
Batch2,DIV3,Control,90.993,0.774,1.915,0.522,0.892
Batch2,DIV3,Control,76.517,0.994,1.038,0.964,0.929
Batch2,DIV3,Control,60.662,0.968,1.188,0.842,0.917
Batch2,DIV3,Control,71.002,0.952,1.413,0.708,0.92
Batch2,DIV3,Control,65.487,0.89,1.194,0.838,0.88
Batch2,DIV3,Control,85.478,0.907,1.465,0.683,0.932
Batch2,DIV3,Control,69.624,0.769,1.591,0.628,0.863
Batch2,DIV3,Control,71.692,0.932,1.126,0.888,0.9
Batch2,DIV3,Control,47.565,0.976,1.03,0.971,0.902
Batch2,DIV3,Control,83.41,0.921,1.375,0.727,0.92
Batch2,DIV3,Control,47.565,0.976,1.029,0.972,0.914
Batch2,DIV3,Control,75.138,0.88,1.7,0.588,0.912
Batch2,DIV3,Control,75.828,0.877,1.617,0.618,0.898
Batch2,DIV3,Control,82.721,0.623,2.91,0.344,0.886
Batch2,DIV3,Control,99.265,0.876,1.801,0.555,0.935
Batch2,DIV3,Control,44.118,0.958,1.128,0.886,0.914
Batch2,DIV3,Control,91.682,0.742,2.219,0.451,0.905
Batch2,DIV3,Control,91.682,0.83,1.71,0.585,0.896
Batch2,DIV3,Control,93.061,0.746,1.978,0.506,0.882
Batch2,DIV3,Control,84.789,0.874,1.533,0.652,0.921
Batch2,DIV3,Control,82.721,0.877,1.523,0.657,0.909
Batch2,DIV3,Control,86.857,0.755,2.298,0.435,0.923
Batch2,DIV3,Control,82.721,0.853,1.642,0.609,0.906
Batch2,DIV3,Control,76.517,0.964,1.201,0.832,0.925
Batch2,DIV3,Control,84.1,0.892,1.355,0.738,0.91
Batch2,DIV3,Control,88.925,0.907,1.369,0.731,0.925
Batch2,DIV3,Control,83.41,0.96,1.202,0.832,0.945
Batch2,DIV3,Control,117.877,0.64,2.124,0.471,0.834
Batch2,DIV3,Control,82.032,0.933,1.319,0.758,0.93
Batch2,DIV3,Control,79.274,0.928,1.106,0.904,0.913
Batch2,DIV3,Control,82.032,0.846,1.471,0.68,0.915
Batch2,DIV3,Control,88.925,0.858,1.7,0.588,0.905
Batch2,DIV3,Control,95.819,0.845,1.918,0.521,0.927
Batch2,DIV3,Control,148.209,0.821,1.765,0.567,0.911
Batch2,DIV3,Control,86.168,0.899,1.234,0.811,0.923
Batch2,DIV3,Control,94.44,0.812,1.893,0.528,0.913
Batch2,DIV3,Control,86.168,0.864,1.69,0.592,0.933
Batch2,DIV3,Control,94.44,0.728,2.317,0.432,0.91
Batch2,DIV3,Control,83.41,0.885,1.648,0.607,0.924
Batch2,DIV3,Control,99.955,0.626,2.482,0.403,0.85
Batch2,DIV3,Control,66.177,0.871,1.702,0.588,0.919
Batch2,DIV3,Control,96.508,0.616,2.857,0.35,0.897
Batch2,DIV3,Control,79.274,0.718,2.431,0.411,0.895
Batch2,DIV3,Control,63.419,0.73,1.429,0.7,0.876
Batch2,DIV3,Control,101.333,0.841,1.65,0.606,0.916
Batch2,DIV3,Control,71.002,0.952,1.096,0.912,0.907
Batch2,DIV3,Control,60.662,0.968,1.027,0.974,0.926
Batch2,DIV3,Control,99.265,0.815,1.639,0.61,0.886
Batch2,DIV3,Control,86.168,0.819,1.588,0.63,0.906
Batch2,DIV3,Control,71.692,0.865,1.71,0.585,0.897
Batch2,DIV3,Control,84.1,0.945,1.409,0.71,0.924
Batch2,DIV3,Control,84.1,0.857,1.648,0.607,0.9
Batch2,DIV3,Control,89.614,0.791,2.021,0.495,0.906
Batch2,DIV3,Control,93.751,0.858,1.552,0.645,0.919
Batch2,DIV3,Control,99.265,0.787,2.201,0.454,0.911
Batch2,DIV3,Control,90.304,0.872,1.553,0.644,0.907
Batch2,DIV3,Control,64.109,0.917,1.161,0.861,0.886
Batch2,DIV3,Control,86.168,0.914,1.596,0.626,0.929
Batch2,DIV3,Control,99.265,0.787,2.106,0.475,0.897
Batch2,DIV3,Control,97.887,0.877,1.752,0.571,0.916
Batch2,DIV3,Control,81.342,0.873,1.495,0.669,0.944
Batch2,DIV3,Control,77.206,0.878,1.548,0.646,0.918
Batch2,DIV3,Control,57.215,0.882,1.267,0.79,0.927
Batch2,DIV3,Control,85.478,0.743,1.982,0.504,0.915
Batch2,DIV3,Control,88.925,0.836,1.604,0.623,0.896
Batch2,DIV3,Control,93.061,0.804,1.877,0.533,0.897
Batch2,DIV3,Control,101.333,0.862,1.59,0.629,0.913
Batch2,DIV3,Control,84.789,0.936,1.281,0.781,0.943
Batch2,DIV3,Control,117.877,0.842,1.455,0.688,0.893
Batch2,DIV3,Control,88.236,0.852,1.767,0.566,0.924
Batch2,DIV3,Control,96.508,0.874,1.508,0.663,0.924
Batch2,DIV3,Control,84.789,0.925,1.237,0.808,0.921
Batch2,DIV3,Control,76.517,0.923,1.323,0.756,0.91
Batch2,DIV3,Control,90.993,0.878,1.532,0.653,0.913
Batch2,DIV3,Control,92.372,0.775,2.038,0.491,0.912
Batch2,DIV3,Control,96.508,0.883,1.454,0.688,0.933
Batch2,DIV3,Control,92.372,0.882,1.354,0.739,0.902
Batch2,DIV3,Control,93.751,0.93,1.412,0.708,0.919
Batch2,DIV3,Control,77.896,0.886,1.325,0.755,0.904
Batch2,DIV3,Control,73.07,0.882,1.57,0.637,0.898
Batch2,DIV3,Control,79.964,0.936,1.172,0.853,0.91
Batch2,DIV3,Control,90.304,0.818,1.767,0.566,0.897
Batch2,DIV3,Control,82.032,0.771,2.225,0.449,0.922
Batch2,DIV3,Control,65.487,0.815,1.725,0.58,0.872
Batch2,DIV3,Control,39.292,0.874,1.692,0.591,0.877
Batch2,DIV3,Control,73.07,0.745,1.502,0.666,0.841
Batch2,DIV3,Control,31.02,0.998,1.448,0.691,0.891
Batch2,DIV3,Control,91.682,0.592,2.274,0.44,0.787
Batch2,DIV3,Control,42.05,0.731,2.157,0.464,0.859
Batch2,DIV3,Control,26.195,0.538,3.083,0.324,0.76
Batch2,DIV3,Control,44.807,0.885,1.596,0.626,0.903
Batch2,DIV3,Control,47.565,0.815,1.989,0.503,0.896
Batch2,DIV3,Control,50.322,0.803,1.983,0.504,0.907
Batch2,DIV3,Control,46.875,0.637,2.909,0.344,0.855
Batch2,DIV3,Control,42.739,0.743,2.219,0.451,0.873
Batch2,DIV3,Control,94.44,0.648,2.742,0.365,0.919
Batch2,DIV3,Control,41.361,0.898,1.549,0.646,0.909
Batch2,DIV3,Control,42.739,0.782,2.042,0.49,0.919
Batch2,DIV3,Control,46.186,0.803,1.901,0.526,0.887
Batch2,DIV3,Control,35.846,0.633,2.605,0.384,0.889
Batch2,DIV3,Control,52.39,0.866,1.813,0.552,0.91
Batch2,DIV3,Control,35.156,0.921,1.172,0.854,0.879
Batch2,DIV3,Control,35.846,0.982,1.491,0.671,0.904
Batch2,DIV3,Control,42.739,0.563,2.896,0.345,0.8
Batch2,DIV3,Control,46.875,0.978,1.274,0.785,0.938
Batch2,DIV3,Control,46.186,0.912,1.472,0.679,0.905
Batch2,DIV3,Control,146.83,0.488,3.555,0.281,0.746
Batch2,DIV3,Control,51.701,0.693,2.712,0.369,0.867
Batch2,DIV3,Control,53.769,0.806,2.141,0.467,0.872
Batch2,DIV3,Control,57.215,0.763,2.221,0.45,0.907
Batch2,DIV3,Control,54.458,0.828,1.883,0.531,0.888
Batch2,DIV3,Control,50.322,0.921,1.461,0.685,0.93
Batch2,DIV3,Control,53.769,0.876,1.26,0.794,0.872
Batch2,DIV3,Control,57.905,0.924,1.396,0.716,0.913
Batch2,DIV3,Control,48.943,0.71,2.073,0.482,0.835
Batch2,DIV3,Control,47.565,0.939,1.533,0.653,0.926
Batch2,DIV3,Control,51.701,0.867,1.692,0.591,0.915
Batch2,DIV3,Control,73.07,0.784,1.926,0.519,0.902
Batch2,DIV3,Control,55.837,0.878,1.84,0.543,0.9
Batch2,DIV3,Control,59.973,0.633,2.607,0.384,0.897
Batch2,DIV3,Control,105.469,0.736,1.682,0.594,0.827
Batch2,DIV3,Control,58.594,0.833,2.04,0.49,0.914
Batch2,DIV3,Control,115.12,0.509,3.393,0.295,0.817
Batch2,DIV3,Control,46.186,0.948,1.419,0.705,0.918
Batch2,DIV3,Control,57.905,0.72,2.453,0.408,0.894
Batch2,DIV3,Control,42.739,0.844,1.747,0.572,0.899
Batch2,DIV3,Control,49.633,0.909,1.69,0.592,0.941
Batch2,DIV3,Control,48.254,0.797,1.848,0.541,0.875
Batch2,DIV3,Control,50.322,0.792,2.228,0.449,0.896
Batch2,DIV3,Control,57.905,0.851,1.742,0.574,0.908
Batch2,DIV3,Control,59.283,0.694,2.326,0.43,0.869
Batch2,DIV3,Control,55.147,0.74,2.287,0.437,0.856
Batch2,DIV3,Control,48.254,0.903,1.832,0.546,0.915
Batch2,DIV3,Control,46.875,0.911,1.401,0.714,0.889
Batch2,DIV3,Control,50.322,0.956,1.242,0.805,0.93
Batch2,DIV3,Control,64.798,0.643,2.724,0.367,0.843
Batch2,DIV3,Control,37.224,0.975,1.108,0.902,0.893
Batch2,DIV3,Control,113.741,0.766,1.376,0.727,0.902
Batch2,DIV3,Control,68.934,0.937,1.131,0.884,0.913
Batch2,DIV3,Control,56.526,0.843,1.983,0.504,0.948
Batch2,DIV3,Control,54.458,0.869,1.531,0.653,0.888
Batch2,DIV3,Control,42.739,0.944,1.415,0.707,0.947
Batch2,DIV3,Control,57.905,0.772,2.147,0.466,0.918
Batch2,DIV3,Control,64.798,0.853,1.778,0.562,0.922
Batch2,DIV3,Control,52.39,0.959,1.142,0.876,0.95
Batch2,DIV3,Control,44.118,0.998,1.056,0.947,0.914
Batch2,DIV3,Control,62.041,0.854,1.756,0.57,0.923
Batch2,DIV3,Control,59.283,0.884,1.601,0.624,0.945
Batch2,DIV3,Control,59.973,0.694,2.74,0.365,0.861
Batch2,DIV3,Control,55.147,0.944,1.254,0.797,0.894
Batch2,DIV3,Control,108.227,0.516,3.666,0.273,0.837
Batch2,DIV3,Control,46.875,0.962,1.443,0.693,0.919
Batch2,DIV3,Control,59.283,0.901,1.708,0.585,0.92
Batch2,DIV3,Control,64.798,0.816,1.87,0.535,0.904
Batch2,DIV3,Control,105.469,0.778,1.661,0.602,0.864
Batch2,DIV3,Control,53.769,0.921,1.472,0.679,0.907
Batch2,DIV3,Control,99.265,0.804,1.884,0.531,0.903
Batch2,DIV3,Control,64.109,0.742,2.221,0.45,0.886
Batch2,DIV3,Control,67.556,0.851,1.958,0.511,0.92
Batch2,DIV3,Control,59.973,0.943,1.129,0.886,0.897
Batch2,DIV3,Control,126.15,0.412,3.862,0.259,0.756
Batch2,DIV3,Control,106.848,0.722,1.86,0.538,0.888
Batch2,DIV3,Control,62.041,0.768,2.057,0.486,0.896
Batch2,DIV3,Control,126.839,0.802,1.285,0.778,0.895
Batch2,DIV3,Control,67.556,0.746,2.288,0.437,0.916
Batch2,DIV3,Control,108.916,0.736,1.816,0.551,0.854
Batch2,DIV3,Control,66.177,0.74,2.417,0.414,0.919
Batch2,DIV3,Control,66.177,0.929,1.491,0.671,0.914
Batch2,DIV3,Control,46.875,0.815,1.763,0.567,0.895
Batch2,DIV3,Control,59.973,0.69,2.098,0.477,0.857
Batch2,DIV3,Control,62.041,0.912,1.191,0.839,0.9
Batch2,DIV3,Control,56.526,0.948,1.241,0.806,0.932
Batch2,DIV3,Control,61.351,0.861,1.748,0.572,0.908
Batch2,DIV3,Control,53.079,0.818,1.474,0.678,0.88
Batch2,DIV3,Control,54.458,0.947,1.488,0.672,0.935
Batch2,DIV3,Control,73.76,0.773,1.892,0.529,0.87
Batch2,DIV3,Control,65.487,0.878,1.495,0.669,0.884
Batch2,DIV3,Control,67.556,0.725,2.394,0.418,0.912
Batch2,DIV3,Control,67.556,0.652,2.706,0.369,0.856
Batch2,DIV3,Control,64.798,0.619,2.995,0.334,0.851
Batch2,DIV3,Control,55.147,0.88,1.705,0.587,0.93
Batch2,DIV3,Control,57.905,0.898,1.312,0.762,0.889
Batch2,DIV3,Control,68.934,0.857,1.764,0.567,0.897
Batch2,DIV3,Control,62.73,0.841,1.596,0.626,0.867
Batch2,DIV3,Control,57.215,0.932,1.364,0.733,0.892
Batch2,DIV3,Control,70.313,0.926,1.31,0.764,0.923
Batch2,DIV3,Control,64.798,0.759,1.998,0.5,0.874
Batch2,DIV3,Control,60.662,0.732,2.212,0.452,0.884
Batch2,DIV3,Control,63.419,0.92,1.56,0.641,0.906
Batch2,DIV3,Control,70.313,0.63,3.044,0.328,0.879
Batch2,DIV3,Control,36.535,0.975,1.073,0.932,0.922
Batch2,DIV3,Control,55.837,1,1.259,0.794,0.936
Batch2,DIV3,Control,122.703,0.594,1.773,0.564,0.769
Batch2,DIV3,Control,64.109,0.93,1.53,0.654,0.907
Batch2,DIV3,Control,59.283,0.884,1.65,0.606,0.93
Batch2,DIV3,Control,61.351,0.834,1.945,0.514,0.913
Batch2,DIV3,Control,52.39,0.93,1.234,0.81,0.889
Batch2,DIV3,Control,59.973,0.8,2.184,0.458,0.926
Batch2,DIV3,Control,57.215,0.83,1.696,0.59,0.888
Batch2,DIV3,Control,68.934,0.731,2.282,0.438,0.873
Batch2,DIV3,Control,71.692,0.805,1.94,0.515,0.893
Batch2,DIV3,Control,68.245,0.704,2.242,0.446,0.9
Batch2,DIV3,Control,57.905,0.851,1.728,0.579,0.898
Batch2,DIV3,Control,31.71,0.927,1.235,0.81,0.902
Batch2,DIV3,Control,35.846,0.846,1.581,0.632,0.86
Batch2,DIV3,Control,64.109,0.818,2.027,0.493,0.935
Batch2,DIV3,Control,63.419,0.789,2.132,0.469,0.876
Batch2,DIV3,Control,56.526,0.921,1.213,0.824,0.896
Batch2,DIV3,Control,93.061,0.821,1.756,0.57,0.909
Batch2,DIV3,Control,60.662,0.851,1.463,0.684,0.871
Batch2,DIV3,Control,35.156,0.734,1.96,0.51,0.887
Batch2,DIV3,Control,48.943,0.809,2.044,0.489,0.887
Batch2,DIV3,Control,57.905,0.762,2.045,0.489,0.894
Batch2,DIV3,Control,50.322,0.994,1.356,0.737,0.936
Batch2,DIV3,Control,49.633,0.929,1.488,0.672,0.917
Batch2,DIV3,Control,50.322,0.716,2.331,0.429,0.874
Batch2,DIV3,Control,35.846,0.939,1.325,0.755,0.881
Batch2,DIV3,Control,57.905,0.893,1.636,0.611,0.933
Batch2,DIV3,Control,113.052,0.764,1.697,0.589,0.879
Batch2,DIV3,Control,57.905,0.957,1.298,0.771,0.918
Batch2,DIV3,Control,35.156,0.938,1.126,0.888,0.911
Batch2,DIV3,Control,48.254,0.839,1.635,0.612,0.886
Batch2,DIV3,Control,84.1,0.77,1.441,0.694,0.868
Batch2,DIV3,Control,59.973,0.733,2.408,0.415,0.911
Batch2,DIV3,Control,37.224,1,1.074,0.931,0.939
Batch2,DIV3,Control,62.041,0.871,1.718,0.582,0.909
Batch2,DIV3,Control,121.324,0.913,1.115,0.897,0.944
Batch2,DIV3,Control,54.458,0.84,1.893,0.528,0.924
Batch2,DIV3,Control,62.73,0.91,1.686,0.593,0.924
Batch2,DIV3,Control,61.351,0.718,2.25,0.444,0.856
Batch2,DIV3,Control,39.292,1,1.255,0.797,0.919
Batch2,DIV3,Control,82.032,0.895,1.525,0.656,0.898
Batch2,DIV3,Control,45.497,0.913,1.529,0.654,0.943
Batch2,DIV3,Control,37.224,0.957,1.335,0.749,0.878
Batch2,DIV3,Control,57.215,0.814,1.902,0.526,0.902
Batch2,DIV3,Control,48.943,1,1.19,0.84,0.916
Batch2,DIV3,Control,57.215,0.882,1.627,0.615,0.922
Batch2,DIV3,Control,49.633,0.909,1.41,0.709,0.929
Batch2,DIV3,Control,52.39,0.866,1.462,0.684,0.899
Batch2,DIV3,Control,38.603,0.738,2.253,0.444,0.812
Batch2,DIV3,Control,63.419,0.799,1.95,0.513,0.893
Batch2,DIV3,Control,53.769,0.969,1.341,0.746,0.934
Batch2,DIV3,Control,82.721,0.777,2.075,0.482,0.892
Batch2,DIV3,Control,104.091,0.688,1.609,0.622,0.853
Batch2,DIV3,Control,62.73,0.88,1.658,0.603,0.897
Batch2,DIV3,Control,84.789,0.663,1.627,0.615,0.828
Batch2,DIV3,Control,59.973,0.779,2.131,0.469,0.879
Batch2,DIV3,Control,63.419,0.835,1.783,0.561,0.898
Batch2,DIV3,Control,61.351,0.902,1.632,0.613,0.922
Batch2,DIV3,Control,60.662,0.774,2.069,0.483,0.907
Batch2,DIV3,Control,55.837,0.936,1.581,0.632,0.947
Batch2,DIV3,Control,71.692,0.711,2.318,0.431,0.885
Batch2,DIV3,Control,68.934,0.665,2.874,0.348,0.881
Batch2,DIV3,Control,58.594,0.903,1.379,0.725,0.914
Batch2,DIV3,Control,55.837,0.923,1.364,0.733,0.895
Batch2,DIV3,Control,55.147,0.944,1.57,0.637,0.914
