EXP_ID,Stage,Condition,Area,Circ.,AR,Round,Solidity
Batch2,DIV3,Taxol,57.215,0.9,1.447,0.691,0.897
Batch2,DIV3,Taxol,108.227,0.834,1.683,0.594,0.935
Batch2,DIV3,Taxol,142.004,0.701,1.966,0.509,0.844
Batch2,DIV3,Taxol,61.351,0.933,1.282,0.78,0.913
Batch2,DIV3,Taxol,67.556,0.93,1.358,0.737,0.933
Batch2,DIV3,Taxol,57.215,0.788,1.886,0.53,0.897
Batch2,DIV3,Taxol,62.041,0.685,2.343,0.427,0.853
Batch2,DIV3,Taxol,126.839,0.675,1.435,0.697,0.836
Batch2,DIV3,Taxol,55.837,0.936,1.213,0.825,0.931
Batch2,DIV3,Taxol,52.39,0.944,1.341,0.746,0.905
Batch2,DIV3,Taxol,62.041,0.882,1.428,0.7,0.905
Batch2,DIV3,Taxol,112.363,0.784,1.605,0.623,0.879
Batch2,DIV3,Taxol,108.916,0.852,1.604,0.623,0.913
Batch2,DIV3,Taxol,60.662,0.764,1.827,0.547,0.854
Batch2,DIV3,Taxol,55.837,0.936,1.374,0.728,0.936
Batch2,DIV3,Taxol,126.15,0.693,2.332,0.429,0.882
Batch2,DIV3,Taxol,59.283,0.872,1.527,0.655,0.91
Batch2,DIV3,Taxol,35.846,1,1.135,0.881,0.92
Batch2,DIV3,Taxol,67.556,0.801,1.893,0.528,0.891
Batch2,DIV3,Taxol,61.351,0.89,1.571,0.636,0.899
Batch2,DIV3,Taxol,56.526,0.691,2.056,0.486,0.863
Batch2,DIV3,Taxol,37.914,0.967,1.093,0.915,0.932
Batch2,DIV3,Taxol,54.458,0.947,1.324,0.755,0.929
Batch2,DIV3,Taxol,64.798,0.759,1.756,0.57,0.855
Batch2,DIV3,Taxol,59.283,0.76,1.396,0.716,0.827
Batch2,DIV3,Taxol,67.556,0.93,1.494,0.669,0.938
Batch2,DIV3,Taxol,65.487,0.625,2.485,0.402,0.812
Batch2,DIV3,Taxol,52.39,0.944,1.296,0.771,0.899
Batch2,DIV3,Taxol,78.585,0.779,1.693,0.591,0.877
Batch2,DIV3,Taxol,71.692,0.903,1.392,0.719,0.904
Batch2,DIV3,Taxol,65.487,0.89,1.214,0.824,0.918
Batch2,DIV3,Taxol,27.574,1,1.207,0.828,0.889
Batch2,DIV3,Taxol,67.556,0.851,1.733,0.577,0.907
Batch2,DIV3,Taxol,65.487,0.89,1.556,0.643,0.905
Batch2,DIV3,Taxol,118.567,0.835,1.534,0.652,0.898
Batch2,DIV3,Taxol,50.322,0.706,2.479,0.403,0.844
Batch2,DIV3,Taxol,66.177,0.973,1.372,0.729,0.932
Batch2,DIV3,Taxol,41.361,0.976,1.048,0.954,0.902
Batch2,DIV3,Taxol,62.73,0.88,1.833,0.546,0.91
Batch2,DIV3,Taxol,66.177,0.675,2.801,0.357,0.885
Batch2,DIV3,Taxol,71.002,0.744,2.215,0.451,0.858
Batch2,DIV3,Taxol,51.011,0.887,1.28,0.781,0.897
Batch2,DIV3,Taxol,57.905,0.851,1.39,0.719,0.875
Batch2,DIV3,Taxol,66.177,0.629,2.567,0.39,0.817
Batch2,DIV3,Taxol,70.313,0.886,1.483,0.674,0.899
Batch2,DIV3,Taxol,31.02,0.97,1.11,0.901,0.909
Batch2,DIV3,Taxol,62.041,0.871,1.41,0.709,0.878
Batch2,DIV3,Taxol,122.703,0.793,1.218,0.821,0.879
Batch2,DIV3,Taxol,43.429,0.983,1.113,0.899,0.913
Batch2,DIV3,Taxol,62.73,0.954,1.25,0.8,0.915
Batch2,DIV3,Taxol,48.254,0.953,1.107,0.904,0.915
Batch2,DIV3,Taxol,57.215,0.87,1.46,0.685,0.878
Batch2,DIV3,Taxol,71.002,0.821,2.004,0.499,0.888
Batch2,DIV3,Taxol,62.041,0.726,2.223,0.45,0.882
Batch2,DIV3,Taxol,69.624,0.888,1.229,0.814,0.914
Batch2,DIV3,Taxol,63.419,0.775,1.783,0.561,0.864
Batch2,DIV3,Taxol,59.283,0.914,1.311,0.763,0.925
Batch2,DIV3,Taxol,68.245,0.898,1.307,0.765,0.9
Batch2,DIV3,Taxol,67.556,0.889,1.572,0.636,0.92
Batch2,DIV3,Taxol,62.041,0.843,1.918,0.521,0.896
Batch2,DIV3,Taxol,67.556,0.993,1.02,0.98,0.929
Batch2,DIV3,Taxol,44.807,0.572,3.241,0.309,0.802
Batch2,DIV3,Taxol,68.934,0.896,1.513,0.661,0.922
Batch2,DIV3,Taxol,64.798,0.909,1.553,0.644,0.9
Batch2,DIV3,Taxol,143.383,0.687,2.628,0.381,0.922
Batch2,DIV3,Taxol,64.798,0.864,1.627,0.615,0.926
Batch2,DIV3,Taxol,63.419,0.513,3.801,0.263,0.833
Batch2,DIV3,Taxol,143.383,0.658,2.046,0.489,0.851
Batch2,DIV3,Taxol,62.041,0.749,2.251,0.444,0.887
Batch2,DIV3,Taxol,56.526,0.902,1.572,0.636,0.921
Batch2,DIV3,Taxol,72.381,0.837,1.867,0.536,0.886
Batch2,DIV3,Taxol,53.079,0.69,2.058,0.486,0.824
Batch2,DIV3,Taxol,120.635,0.85,1.454,0.688,0.926
Batch2,DIV3,Taxol,108.916,0.804,1.614,0.619,0.895
Batch2,DIV3,Taxol,29.642,0.633,2.877,0.348,0.789
Batch2,DIV3,Taxol,53.079,0.745,2.14,0.467,0.89
Batch2,DIV3,Taxol,75.138,0.775,1.822,0.549,0.89
Batch2,DIV3,Taxol,57.215,0.814,1.433,0.698,0.927
Batch2,DIV3,Taxol,32.399,0.827,1.162,0.86,0.887
Batch2,DIV3,Taxol,57.215,0.913,1.205,0.83,0.897
Batch2,DIV3,Taxol,66.866,0.909,1.317,0.76,0.911
Batch2,DIV3,Taxol,53.079,0.77,2.274,0.44,0.87
Batch2,DIV3,Taxol,63.419,0.932,1.044,0.958,0.906
Batch2,DIV3,Taxol,60.662,0.935,1.471,0.68,0.931
Batch2,DIV3,Taxol,57.905,0.824,1.741,0.575,0.908
Batch2,DIV3,Taxol,60.662,0.741,1.91,0.524,0.889
Batch2,DIV3,Taxol,59.283,0.933,1.282,0.78,0.896
Batch2,DIV3,Taxol,59.283,0.872,1.543,0.648,0.896
Batch2,DIV3,Taxol,26.195,0.953,1.425,0.702,0.874
Batch2,DIV3,Taxol,68.245,0.823,1.932,0.518,0.896
Batch2,DIV3,Taxol,39.982,1,1.24,0.806,0.928
Batch2,DIV3,Taxol,62.041,0.871,1.518,0.659,0.878
Batch2,DIV3,Taxol,113.052,0.796,1.606,0.623,0.911
Batch2,DIV3,Taxol,68.934,0.868,1.58,0.633,0.913
Batch2,DIV3,Taxol,71.692,0.85,1.322,0.757,0.916
Batch2,DIV3,Taxol,62.041,0.796,2.185,0.458,0.882
Batch2,DIV3,Taxol,58.594,0.922,1.523,0.657,0.904
Batch2,DIV3,Taxol,65.487,0.919,1.416,0.706,0.9
Batch2,DIV3,Taxol,55.837,0.832,1.715,0.583,0.905
Batch2,DIV3,Taxol,61.351,0.834,1.874,0.534,0.908
Batch2,DIV3,Taxol,67.556,0.878,1.599,0.625,0.895
Batch2,DIV3,Taxol,68.934,0.949,1.115,0.897,0.935
Batch2,DIV3,Taxol,59.973,0.737,2.298,0.435,0.853
Batch2,DIV3,Taxol,65.487,0.836,1.631,0.613,0.896
Batch2,DIV3,Taxol,65.487,0.851,1.628,0.614,0.888
Batch2,DIV3,Taxol,62.041,0.792,1.387,0.721,0.857
Batch2,DIV3,Taxol,69.624,0.792,1.905,0.525,0.863
Batch2,DIV3,Taxol,64.798,0.687,2.263,0.442,0.847
Batch2,DIV3,Taxol,67.556,0.825,1.433,0.698,0.907
Batch2,DIV3,Taxol,64.798,0.909,1.526,0.655,0.908
Batch2,DIV3,Taxol,70.313,0.813,1.501,0.666,0.883
Batch2,DIV3,Taxol,64.798,0.792,2.044,0.489,0.917
Batch2,DIV3,Taxol,68.934,0.761,1.989,0.503,0.881
Batch2,DIV3,Taxol,67.556,0.851,1.678,0.596,0.895
Batch2,DIV3,Taxol,42.05,1,1.108,0.903,0.938
Batch2,DIV3,Taxol,58.594,0.935,1.29,0.775,0.919
Batch2,DIV3,Taxol,75.138,0.854,1.438,0.695,0.893
Batch2,DIV3,Taxol,131.664,0.79,1.795,0.557,0.88
Batch2,DIV3,Taxol,69.624,0.815,1.61,0.621,0.867
Batch2,DIV3,Taxol,46.186,0.987,1.097,0.912,0.912
Batch2,DIV3,Taxol,42.05,1,1.041,0.961,0.91
Batch2,DIV3,Taxol,63.419,0.945,1.13,0.885,0.934
Batch2,DIV3,Taxol,64.109,0.818,1.766,0.566,0.894
Batch2,DIV3,Taxol,75.138,0.907,1.231,0.812,0.897
Batch2,DIV3,Taxol,106.159,0.68,1.325,0.755,0.819
Batch2,DIV3,Taxol,70.313,0.758,2.332,0.429,0.879
Batch2,DIV3,Taxol,41.361,0.993,1.136,0.88,0.93
Batch2,DIV3,Taxol,64.109,0.783,2.015,0.496,0.894
Batch2,DIV3,Taxol,52.39,0.996,1.07,0.934,0.938
Batch2,DIV3,Taxol,37.224,0.975,1.056,0.947,0.9
Batch2,DIV3,Taxol,79.964,0.815,1.634,0.612,0.913
Batch2,DIV3,Taxol,62.041,0.832,1.666,0.6,0.878
Batch2,DIV3,Taxol,59.973,0.943,1.249,0.801,0.902
Batch2,DIV3,Taxol,146.14,0.803,1.739,0.575,0.885
Batch2,DIV3,Taxol,62.041,0.957,1.35,0.741,0.942
Batch2,DIV3,Taxol,69.624,0.769,2.016,0.496,0.89
Batch2,DIV3,Taxol,41.361,1,1.095,0.913,0.93
Batch2,DIV3,Taxol,122.014,0.607,2.121,0.472,0.787
Batch2,DIV3,Taxol,67.556,0.851,1.763,0.567,0.907
Batch2,DIV3,Taxol,41.361,0.993,1.18,0.847,0.93
Batch2,DIV3,Taxol,112.363,0.858,1.505,0.664,0.916
Batch2,DIV3,Taxol,35.846,1,1.302,0.768,0.929
Batch2,DIV3,Taxol,66.177,0.911,1.444,0.693,0.937
Batch2,DIV3,Taxol,46.875,0.962,1.064,0.94,0.907
Batch2,DIV3,Taxol,123.392,0.676,2.253,0.444,0.863
Batch2,DIV3,Taxol,44.807,0.997,1.049,0.953,0.903
Batch2,DIV3,Taxol,53.769,0.858,1.615,0.619,0.912
Batch2,DIV3,Taxol,64.798,0.768,1.942,0.515,0.9
Batch2,DIV3,Taxol,64.109,0.943,1.2,0.833,0.921
Batch2,DIV3,Taxol,59.973,0.882,1.635,0.612,0.921
Batch2,DIV3,Taxol,70.313,0.746,1.816,0.551,0.891
Batch2,DIV3,Taxol,125.46,0.684,2.413,0.414,0.892
Batch2,DIV3,Taxol,86.857,0.862,1.548,0.646,0.9
Batch2,DIV3,Taxol,55.837,0.923,1.183,0.846,0.89
Batch2,DIV3,Taxol,47.565,0.976,1.132,0.884,0.914
Batch2,DIV3,Taxol,70.313,0.848,1.478,0.677,0.891
Batch2,DIV3,Taxol,114.431,0.56,2.499,0.4,0.8
Batch2,DIV3,Taxol,64.109,0.912,1.042,0.959,0.921
Batch2,DIV3,Taxol,64.109,0.822,1.339,0.747,0.865
Batch2,DIV3,Taxol,69.624,0.84,1.525,0.656,0.902
Batch2,DIV3,Taxol,78.585,0.858,1.711,0.585,0.912
Batch2,DIV3,Taxol,73.07,0.962,1.319,0.758,0.934
Batch2,DIV3,Taxol,135.8,0.851,1.283,0.78,0.897
Batch2,DIV3,Taxol,76.517,0.845,1.64,0.61,0.914
Batch2,DIV3,Taxol,44.118,0.998,1.031,0.97,0.908
Batch2,DIV3,Taxol,83.41,0.692,1.931,0.518,0.861
Batch2,DIV3,Taxol,109.605,0.684,2.2,0.454,0.883
Batch2,DIV3,Taxol,77.206,0.943,1.395,0.717,0.937
Batch2,DIV3,Taxol,88.236,0.816,1.446,0.691,0.934
Batch2,DIV3,Taxol,119.945,0.714,2.01,0.498,0.872
Batch2,DIV3,Taxol,75.138,0.82,1.514,0.66,0.89
Batch2,DIV3,Taxol,66.866,0.909,1.489,0.671,0.911
Batch2,DIV3,Taxol,61.351,0.823,1.713,0.584,0.844
Batch2,DIV3,Taxol,40.671,0.936,1.431,0.699,0.944
Batch2,DIV3,Taxol,86.857,0.896,1.339,0.747,0.93
Batch2,DIV3,Taxol,87.546,0.845,1.696,0.59,0.92
Batch2,DIV3,Taxol,78.585,0.909,1.521,0.657,0.901
Batch2,DIV3,Taxol,57.905,0.992,1.104,0.906,0.913
Batch2,DIV3,Taxol,78.585,0.788,1.923,0.52,0.923
Batch2,DIV3,Taxol,81.342,0.909,1.3,0.769,0.937
Batch2,DIV3,Taxol,42.05,0.975,1.221,0.819,0.884
Batch2,DIV3,Taxol,82.032,0.814,1.655,0.604,0.881
Batch2,DIV3,Taxol,83.41,0.837,1.676,0.597,0.92
Batch2,DIV3,Taxol,126.15,0.666,1.56,0.641,0.808
Batch2,DIV3,Taxol,149.587,0.756,2.164,0.462,0.939
Batch2,DIV3,Taxol,78.585,0.767,2.052,0.487,0.912
Batch2,DIV3,Taxol,77.896,0.794,1.847,0.541,0.897
Batch2,DIV3,Taxol,124.771,0.93,1.168,0.856,0.94
Batch2,DIV3,Taxol,82.032,0.906,1.453,0.688,0.93
Batch2,DIV3,Taxol,93.751,0.818,1.836,0.545,0.91
Batch2,DIV3,Taxol,84.1,0.782,1.984,0.504,0.887
Batch2,DIV3,Taxol,108.916,0.941,1.059,0.945,0.911
Batch2,DIV3,Taxol,86.168,0.889,1.158,0.864,0.896
Batch2,DIV3,Taxol,111.673,0.913,1.005,0.995,0.936
Batch2,DIV3,Taxol,89.614,0.889,1.57,0.637,0.919
Batch2,DIV3,Taxol,90.304,0.768,2.166,0.462,0.903
Batch2,DIV3,Taxol,78.585,0.893,1.624,0.616,0.931
Batch2,DIV3,Taxol,97.197,0.904,1.191,0.84,0.904
Batch2,DIV3,Taxol,86.857,0.862,1.433,0.698,0.89
Batch2,DIV3,Taxol,44.118,0.783,1.753,0.57,0.831
Batch2,DIV3,Taxol,88.925,0.943,1.203,0.832,0.921
Batch2,DIV3,Taxol,94.44,0.855,1.791,0.558,0.929
Batch2,DIV3,Taxol,90.993,0.928,1.54,0.649,0.923
Batch2,DIV3,Taxol,75.828,0.955,1.207,0.829,0.924
Batch2,DIV3,Taxol,90.304,0.689,2.346,0.426,0.87
Batch2,DIV3,Taxol,84.789,0.899,1.502,0.666,0.914
Batch2,DIV3,Taxol,59.283,0.933,1.05,0.952,0.887
Batch2,DIV3,Taxol,95.129,0.97,1.345,0.743,0.936
Batch2,DIV3,Taxol,110.295,0.726,2.015,0.496,0.894
Batch2,DIV3,Taxol,79.274,0.808,1.837,0.544,0.891
Batch2,DIV3,Taxol,90.304,0.797,1.734,0.577,0.891
Batch2,DIV3,Taxol,84.789,0.874,1.636,0.611,0.921
Batch2,DIV3,Taxol,84.789,0.788,2.023,0.494,0.901
Batch2,DIV3,Taxol,74.449,0.857,1.677,0.596,0.935
Batch2,DIV3,Taxol,84.1,0.867,1.449,0.69,0.9
Batch2,DIV3,Taxol,83.41,0.837,1.709,0.585,0.913
Batch2,DIV3,Taxol,89.614,0.94,1.426,0.701,0.925
Batch2,DIV3,Taxol,107.537,0.813,1.108,0.902,0.897
Batch2,DIV3,Taxol,91.682,0.821,1.943,0.515,0.92
Batch2,DIV3,Taxol,64.109,0.883,1.032,0.969,0.903
Batch2,DIV3,Taxol,29.642,0.994,1.361,0.735,0.956
Batch2,DIV3,Taxol,94.44,0.855,1.075,0.93,0.91
Batch2,DIV3,Taxol,53.079,0.942,1.114,0.898,0.88
Batch2,DIV3,Taxol,84.1,0.94,1.234,0.81,0.949
Batch2,DIV3,Taxol,74.449,0.857,1.607,0.622,0.919
Batch2,DIV3,Taxol,97.887,0.821,1.716,0.583,0.904
Batch2,DIV3,Taxol,98.576,0.771,1.607,0.622,0.885
Batch2,DIV3,Taxol,79.964,0.898,1.279,0.782,0.892
Batch2,DIV3,Taxol,86.857,0.838,1.769,0.565,0.91
Batch2,DIV3,Taxol,89.614,0.865,1.325,0.755,0.897
Batch2,DIV3,Taxol,86.168,0.889,1.408,0.71,0.912
Batch2,DIV3,Taxol,87.546,0.929,1.268,0.788,0.924
Batch2,DIV3,Taxol,83.41,0.747,2.013,0.497,0.864
Batch2,DIV3,Taxol,146.83,0.627,2.017,0.496,0.842
Batch2,DIV3,Taxol,80.653,0.866,1.693,0.591,0.932
Batch2,DIV3,Taxol,77.896,0.901,1.084,0.923,0.89
Batch2,DIV3,Taxol,88.236,0.778,1.99,0.503,0.898
Batch2,DIV3,Taxol,93.751,0.895,1.296,0.771,0.904
Batch2,DIV3,Taxol,83.41,0.699,2.411,0.415,0.91
Batch2,DIV3,Taxol,44.807,0.92,1.401,0.714,0.89
Batch2,DIV3,Taxol,84.1,0.761,1.929,0.518,0.891
Batch2,DIV3,Taxol,59.973,0.957,1.163,0.859,0.916
Batch2,DIV3,Taxol,58.594,0.922,1.219,0.82,0.895
Batch2,DIV3,Taxol,87.546,0.832,1.935,0.517,0.944
Batch2,DIV3,Taxol,52.39,0.98,1.093,0.915,0.916
Batch2,DIV3,Taxol,84.1,0.956,1.062,0.942,0.942
Batch2,DIV3,Taxol,79.964,0.883,1.631,0.613,0.917
Batch2,DIV3,Taxol,88.925,0.713,2.213,0.452,0.869
Batch2,DIV3,Taxol,90.304,0.931,1.47,0.68,0.936
Batch2,DIV3,Taxol,86.168,0.914,1.368,0.731,0.923
Batch2,DIV3,Taxol,86.857,0.663,2.598,0.385,0.866
Batch2,DIV3,Taxol,89.614,0.914,1.196,0.836,0.915
Batch2,DIV3,Taxol,86.857,0.921,1.242,0.805,0.906
Batch2,DIV3,Taxol,84.789,0.899,1.329,0.753,0.914
Batch2,DIV3,Taxol,84.789,0.722,1.439,0.695,0.845
Batch2,DIV3,Taxol,79.964,0.858,1.654,0.605,0.932
Batch2,DIV3,Taxol,89.614,0.875,1.529,0.654,0.929
Batch2,DIV3,Taxol,89.614,0.779,2.136,0.468,0.925
Batch2,DIV3,Taxol,86.857,0.838,1.289,0.776,0.89
Batch2,DIV3,Taxol,93.061,0.865,1.611,0.621,0.909
Batch2,DIV3,Taxol,92.372,0.836,1.535,0.652,0.902
Batch2,DIV3,Taxol,87.546,0.94,1.356,0.738,0.955
Batch2,DIV3,Taxol,88.925,0.878,1.391,0.719,0.928
Batch2,DIV3,Taxol,77.896,0.981,1.058,0.945,0.938
Batch2,DIV3,Taxol,143.383,0.887,1.26,0.793,0.941
Batch2,DIV3,Taxol,85.478,0.762,2.006,0.499,0.912
Batch2,DIV3,Taxol,86.857,0.871,1.438,0.695,0.923
Batch2,DIV3,Taxol,96.508,0.897,1.51,0.662,0.915
Batch2,DIV3,Taxol,80.653,0.73,2.104,0.475,0.88
Batch2,DIV3,Taxol,60.662,0.954,1.057,0.946,0.907
Batch2,DIV3,Taxol,60.662,0.968,1.028,0.973,0.926
Batch2,DIV3,Taxol,87.546,0.845,1.102,0.907,0.891
Batch2,DIV3,Taxol,104.78,0.634,2.446,0.409,0.891
Batch2,DIV3,Taxol,93.751,0.871,1.592,0.628,0.91
Batch2,DIV3,Taxol,90.304,0.724,2.04,0.49,0.882
Batch2,DIV3,Taxol,94.44,0.888,1.346,0.743,0.916
Batch2,DIV3,Taxol,98.576,0.883,1.434,0.697,0.905
Batch2,DIV3,Taxol,90.993,0.747,2.224,0.45,0.892
Batch2,DIV3,Taxol,84.1,0.834,1.729,0.578,0.887
Batch2,DIV3,Taxol,92.372,0.892,1.353,0.739,0.902
Batch2,DIV3,Taxol,68.245,0.94,1.036,0.965,0.93
Batch2,DIV3,Taxol,42.739,0.8,1.69,0.592,0.867
Batch2,DIV3,Taxol,57.905,0.686,1.443,0.693,0.832
Batch2,DIV3,Taxol,141.315,0.816,1.145,0.874,0.893
Batch2,DIV3,Taxol,70.313,0.886,1.487,0.673,0.899
Batch2,DIV3,Taxol,69.624,0.946,1.361,0.735,0.931
Batch2,DIV3,Taxol,31.71,0.593,1.983,0.504,0.73
Batch2,DIV3,Taxol,56.526,0.854,1.079,0.926,0.916
Batch2,DIV3,Taxol,65.487,0.919,1.146,0.872,0.909
Batch2,DIV3,Taxol,76.517,0.812,1.58,0.633,0.899
Batch2,DIV3,Taxol,46.186,0.964,1.091,0.916,0.924
Batch2,DIV3,Taxol,76.517,0.923,1.011,0.989,0.884
Batch2,DIV3,Taxol,83.41,0.85,1.464,0.683,0.893
Batch2,DIV3,Taxol,77.206,0.833,1.547,0.646,0.852
Batch2,DIV3,Taxol,79.964,0.732,2.277,0.439,0.889
Batch2,DIV3,Taxol,98.576,0.738,1.512,0.661,0.854
Batch2,DIV3,Taxol,85.478,0.917,1.156,0.865,0.925
Batch2,DIV3,Taxol,82.721,0.877,1.431,0.699,0.906
Batch2,DIV3,Taxol,60.662,0.892,1.232,0.812,0.903
Batch2,DIV3,Taxol,80.653,0.917,1.264,0.791,0.914
Batch2,DIV3,Taxol,84.789,0.851,1.651,0.606,0.908
Batch2,DIV3,Taxol,80.653,0.832,1.689,0.592,0.897
Batch2,DIV3,Taxol,66.177,0.809,1.654,0.604,0.893
Batch2,DIV3,Taxol,81.342,0.898,1.425,0.702,0.908
Batch2,DIV3,Taxol,87.546,0.678,1.91,0.524,0.841
Batch2,DIV3,Taxol,102.712,0.803,1.417,0.706,0.89
Batch2,DIV3,Taxol,88.236,0.673,1.695,0.59,0.805
Batch2,DIV3,Taxol,85.478,0.678,1.166,0.858,0.787
Batch2,DIV3,Taxol,81.342,0.849,1.272,0.786,0.908
Batch2,DIV3,Taxol,51.701,0.918,1.062,0.942,0.882
Batch2,DIV3,Taxol,83.41,0.937,1.385,0.722,0.92
Batch2,DIV3,Taxol,87.546,0.823,1.956,0.511,0.924
Batch2,DIV3,Taxol,86.857,0.829,1.763,0.567,0.903
Batch2,DIV3,Taxol,90.304,0.896,1.394,0.717,0.91
Batch2,DIV3,Taxol,70.313,0.767,1.269,0.788,0.857
Batch2,DIV3,Taxol,34.467,1,1.204,0.831,0.917
Batch2,DIV3,Taxol,139.247,0.778,1.705,0.586,0.89
Batch2,DIV3,Taxol,96.508,0.957,1.08,0.926,0.927
Batch2,DIV3,Taxol,86.168,0.792,1.772,0.564,0.868
Batch2,DIV3,Taxol,86.857,0.852,1.11,0.901,0.887
Batch2,DIV3,Taxol,86.168,0.925,1.318,0.759,0.929
Batch2,DIV3,Taxol,88.925,0.858,1.438,0.695,0.902
Batch2,DIV3,Taxol,79.964,0.793,2.001,0.5,0.899
Batch2,DIV3,Taxol,93.751,0.905,1.39,0.719,0.928
Batch2,DIV3,Taxol,87.546,0.903,1.373,0.729,0.924
Batch2,DIV3,Taxol,90.304,0.809,1.959,0.51,0.91
Batch2,DIV3,Taxol,90.993,0.923,1.294,0.773,0.95
Batch2,DIV3,Taxol,38.603,0.927,1.229,0.813,0.903
Batch2,DIV3,Taxol,86.168,0.889,1.458,0.686,0.923
Batch2,DIV3,Taxol,88.236,0.875,1.601,0.625,0.918
Batch2,DIV3,Taxol,94.44,0.855,1.491,0.671,0.916
Batch2,DIV3,Taxol,75.828,0.837,1.622,0.617,0.909
Batch2,DIV3,Taxol,84.1,0.857,1.371,0.73,0.887
Batch2,DIV3,Taxol,91.682,0.839,1.545,0.647,0.899
Batch2,DIV3,Taxol,84.1,0.742,2.022,0.494,0.887
Batch2,DIV3,Taxol,103.401,0.828,1.529,0.654,0.888
Batch2,DIV3,Taxol,99.955,0.939,1.24,0.806,0.935
Batch2,DIV3,Taxol,93.061,0.772,2.037,0.491,0.9
Batch2,DIV3,Taxol,85.478,0.872,1.458,0.686,0.912
Batch2,DIV3,Taxol,86.857,0.816,1.78,0.562,0.903
Batch2,DIV3,Taxol,132.354,0.932,1.08,0.926,0.934
Batch2,DIV3,Taxol,91.682,0.885,1.214,0.823,0.899
Batch2,DIV3,Taxol,96.508,0.907,1.41,0.709,0.921
Batch2,DIV3,Taxol,92.372,0.98,1.173,0.853,0.937
Batch2,DIV3,Taxol,99.955,0.782,1.504,0.665,0.903
Batch2,DIV3,Taxol,91.682,0.821,1.615,0.619,0.881
Batch2,DIV3,Taxol,97.197,0.913,1.072,0.933,0.928
Batch2,DIV3,Taxol,88.236,0.875,1.436,0.696,0.914
Batch2,DIV3,Taxol,93.751,0.77,2.108,0.474,0.901
Batch2,DIV3,Taxol,99.955,0.782,2.007,0.498,0.912
Batch2,DIV3,Taxol,87.546,0.753,2.239,0.447,0.914
Batch2,DIV3,Taxol,84.1,0.761,1.842,0.543,0.881
Batch2,DIV3,Taxol,86.857,0.9,1.284,0.779,0.9
Batch2,DIV3,Taxol,91.682,0.862,1.342,0.745,0.908
Batch2,DIV3,Taxol,99.265,0.854,1.666,0.6,0.92
Batch2,DIV3,Taxol,97.887,0.934,1.257,0.796,0.913
Batch2,DIV3,Taxol,108.227,0.799,2.028,0.493,0.91
Batch2,DIV3,Taxol,97.887,0.934,1.386,0.721,0.928
Batch2,DIV3,Taxol,97.197,0.904,1.211,0.825,0.922
Batch2,DIV3,Taxol,57.905,0.707,1.996,0.501,0.875
Batch2,DIV3,Taxol,83.41,0.885,1.391,0.719,0.913
Batch2,DIV3,Taxol,108.227,0.81,1.584,0.631,0.885
Batch2,DIV3,Taxol,104.091,0.886,1.274,0.785,0.912
Batch2,DIV3,Taxol,78.585,0.686,2.526,0.396,0.867
Batch2,DIV3,Taxol,80.653,0.832,1.859,0.538,0.921
Batch2,DIV3,Taxol,104.091,0.918,1.361,0.735,0.929
Batch2,DIV3,Taxol,79.274,0.707,2.283,0.438,0.885
Batch2,DIV3,Taxol,93.751,0.941,1.085,0.921,0.938
Batch2,DIV3,Taxol,105.469,0.833,1.702,0.588,0.927
Batch2,DIV3,Taxol,87.546,0.94,1.209,0.827,0.937
Batch2,DIV3,Taxol,97.887,0.945,1.239,0.807,0.937
Batch2,DIV3,Taxol,103.401,0.82,1.983,0.504,0.912
Batch2,DIV3,Taxol,101.333,0.841,1.811,0.552,0.916
Batch2,DIV3,Taxol,98.576,0.978,1.181,0.846,0.932
Batch2,DIV3,Taxol,99.955,0.789,1.498,0.668,0.873
Batch2,DIV3,Taxol,84.789,0.952,1.112,0.899,0.925
Batch2,DIV3,Taxol,54.458,0.982,1.022,0.978,0.924
Batch2,DIV3,Taxol,80.653,0.832,1.645,0.608,0.903
Batch2,DIV3,Taxol,99.265,0.824,1.64,0.61,0.903
Batch2,DIV3,Taxol,101.333,0.952,1.236,0.809,0.939
Batch2,DIV3,Taxol,98.576,0.902,1.147,0.872,0.926
Batch2,DIV3,Taxol,97.887,0.873,1.56,0.641,0.931
Batch2,DIV3,Taxol,88.236,0.921,1.372,0.729,0.945
Batch2,DIV3,Taxol,77.896,0.85,1.326,0.754,0.879
Batch2,DIV3,Taxol,90.993,0.855,1.482,0.675,0.913
Batch2,DIV3,Taxol,87.546,0.823,1.794,0.557,0.92
Batch2,DIV3,Taxol,92.372,0.712,2.388,0.419,0.915
Batch2,DIV3,Taxol,45.497,0.988,1.029,0.972,0.923
Batch2,DIV3,Taxol,93.751,0.789,2.193,0.456,0.919
Batch2,DIV3,Taxol,95.819,0.868,1.597,0.626,0.911
Batch2,DIV3,Taxol,87.546,0.893,1.337,0.748,0.907
Batch2,DIV3,Taxol,99.955,0.895,1.35,0.74,0.903
Batch2,DIV3,Taxol,91.682,0.885,1.378,0.726,0.92
Batch2,DIV3,Taxol,84.1,0.872,1.205,0.83,0.887
Batch2,DIV3,Taxol,99.265,0.743,1.947,0.514,0.883
Batch2,DIV3,Taxol,97.197,0.742,2.088,0.479,0.892
Batch2,DIV3,Taxol,91.682,0.899,1.101,0.908,0.911
Batch2,DIV3,Taxol,99.955,0.915,1.071,0.934,0.932
Batch2,DIV3,Taxol,80.653,0.917,1.28,0.781,0.914
