EXP_ID,GENOTYPE,CONDITION,TRACK_MEAN_SPEED (um/min),TRACK_MAX_SPEED (um/min),TRACK_DURATION (min),TRACK_DISPLACEMENT (um),TOTAL_DISTANCE_TRAVELED (um),CONFINEMENT_RATIO
Batch2,NEUR1,DZ-2384,0.986269168,0.986269168,5,4.93134584,4.93134584,1
Batch2,NEUR1,DZ-2384,0.1830425,0.1830425,5,0.9152125,0.9152125,1
Batch2,NEUR1,DZ-2384,3.796219935,3.796219935,5,18.98109968,18.98109968,1
Batch2,NEUR1,DZ-2384,0.17373652,0.17373652,5,0.868682601,0.868682601,1
Batch2,NEUR1,DZ-2384,0.312428146,0.363244876,10,3.124249932,3.124281455,0.99998991
Batch2,NEUR1,DZ-2384,1.023380376,1.76085503,10,10.09937022,10.23380376,0.986863776
Batch2,NEUR1,DZ-2384,0.286900367,0.286900367,5,1.434501833,1.434501833,1
Batch2,NEUR1,DZ-2384,0.602026415,0.602026415,5,3.010132073,3.010132073,1
Batch2,NEUR1,DZ-2384,0.552339507,0.552339507,5,2.761697533,2.761697533,1
Batch2,NEUR1,DZ-2384,0.671646396,0.671646396,5,3.358231979,3.358231979,1
Batch2,NEUR1,DZ-2384,0.356593695,0.356593695,5,1.782968473,1.782968473,1
Batch2,NEUR1,DZ-2384,1.815690611,1.815690611,5,9.078453056,9.078453056,1
Batch2,NEUR1,DZ-2384,0.358128942,1.032414533,300,6.520037222,107.4386826,0.060686124
Batch2,NEUR1,DZ-2384,0.196113453,0.452844397,300,2.18508576,58.83403581,0.037139824
Batch2,NEUR1,DZ-2384,0.446458084,2.401275438,300,47.69575409,133.9374251,0.356104756
Batch2,NEUR1,DZ-2384,0.248051204,0.5886767,300,5.395999639,74.41536116,0.072511906
Batch2,NEUR1,DZ-2384,0.452373262,1.267957639,110,7.654077324,49.76105882,0.153816609
Batch2,NEUR1,DZ-2384,0.300544436,0.787969022,300,14.48731355,90.16333094,0.160678553
Batch2,NEUR1,DZ-2384,0.316071178,0.884115938,300,7.369483011,94.82135341,0.077719656
Batch2,NEUR1,DZ-2384,0.342674726,0.939619838,300,3.075141729,102.8024177,0.029913127
Batch2,NEUR1,DZ-2384,0.308459248,0.789509354,300,22.60843373,92.53777451,0.244315728
Batch2,NEUR1,DZ-2384,0.221874599,0.344873767,40,2.205834667,7.245854256,0.304427137
Batch2,NEUR1,DZ-2384,0.457755753,1.448529875,300,45.73996254,137.326726,0.333074004
Batch2,NEUR1,DZ-2384,0.322671428,0.783228992,300,3.191594998,95.76416348,0.033327655
Batch2,NEUR1,DZ-2384,0.329802934,1.073517562,300,15.3992845,98.94088007,0.155641273
Batch2,NEUR1,DZ-2384,0.259662906,0.559628721,300,10.22948176,77.89887175,0.131317457
Batch2,NEUR1,DZ-2384,0.730188174,2.461104157,300,30.91046888,219.0564521,0.14110732
Batch2,NEUR1,DZ-2384,0.459141826,3.08098158,240,24.66931518,110.1940383,0.223871596
Batch2,NEUR1,DZ-2384,0.448571433,1.873445576,300,19.1802516,128.2222111,0.149586031
Batch2,NEUR1,DZ-2384,0.280898562,0.361486155,35,3.651458476,9.115245464,0.400588058
Batch2,NEUR1,DZ-2384,0.348413105,1.366962401,300,45.94750731,104.5239316,0.439588395
Batch2,NEUR1,DZ-2384,0.286357258,1.362662948,300,11.00016952,85.90717727,0.128047154
Batch2,NEUR1,DZ-2384,0.332382983,1.175167194,300,6.558955665,99.71489489,0.06577709
Batch2,NEUR1,DZ-2384,0.356159469,1.026747647,300,15.65650225,106.8478407,0.146530825
Batch2,NEUR1,DZ-2384,0.5399722,3.520096484,300,75.1030294,153.9914772,0.487709
Batch2,NEUR1,DZ-2384,0.250082799,0.627389499,300,10.58585633,75.02483959,0.14109802
Batch2,NEUR1,DZ-2384,0.328915277,1.468677372,300,52.7839041,98.67458298,0.534929082
Batch2,NEUR1,DZ-2384,0.525076446,1.494177307,300,119.4858035,157.5229339,0.758529571
Batch2,NEUR1,DZ-2384,0.453482563,2.060845059,150,5.836353932,68.61829014,0.085055368
Batch2,NEUR1,DZ-2384,0.289846871,0.632886133,300,22.63348916,86.95406139,0.26029249
Batch2,NEUR1,DZ-2384,0.293012333,0.906482112,300,10.89167166,87.90369976,0.123904587
Batch2,NEUR1,DZ-2384,0.430208001,1.245749254,300,88.05337632,129.0624004,0.68225429
Batch2,NEUR1,DZ-2384,0.25037365,0.547817932,300,7.613485654,75.11209496,0.101361647
Batch2,NEUR1,DZ-2384,0.370605885,1.091850271,300,15.30353699,111.1817656,0.137644306
Batch2,NEUR1,DZ-2384,0.187308766,0.383664119,300,1.925043383,56.19262992,0.034257934
Batch2,NEUR1,DZ-2384,0.280533446,1.001637954,300,1.102350266,83.43387454,0.013212263
Batch2,NEUR1,DZ-2384,0.346999797,0.844534015,115,22.13407094,39.90497667,0.554669437
Batch2,NEUR1,DZ-2384,0.269133539,0.712163046,190,14.55844299,51.1353724,0.284703959
Batch2,NEUR1,DZ-2384,0.257732465,0.541357543,300,19.65815868,77.31973958,0.254245019
Batch2,NEUR1,DZ-2384,0.521240817,2.172358454,60,18.45400601,31.27444901,0.590066543
Batch2,NEUR1,DZ-2384,0.263274371,0.801870616,300,15.41521689,78.98231117,0.195173029
Batch2,NEUR1,DZ-2384,0.3734947,0.828330509,300,41.50834714,112.0484101,0.370450122
Batch2,NEUR1,DZ-2384,0.313847135,0.914332881,300,13.64942964,94.15414046,0.144968979
Batch2,NEUR1,DZ-2384,0.534741655,1.714672386,300,51.01014018,160.4224964,0.317973734
Batch2,NEUR1,DZ-2384,0.633996013,2.017050038,300,147.6951796,190.198804,0.776530538
Batch2,NEUR1,DZ-2384,0.632721214,1.530260559,295,124.8655267,186.6527581,0.66897231
Batch2,NEUR1,DZ-2384,0.368753339,2.862507714,300,19.08465208,110.6260018,0.172515067
Batch2,NEUR1,DZ-2384,0.392864669,0.890972587,300,72.61618923,117.8594008,0.616125559
Batch2,NEUR1,DZ-2384,0.398728264,1.652280695,275,4.367334828,108.6145374,0.040209487
Batch2,NEUR1,DZ-2384,0.321089734,0.734973463,300,4.98654792,96.32692009,0.05176692
Batch2,NEUR1,DZ-2384,0.304186474,0.915244113,300,15.07510184,91.2559422,0.165195838
Batch2,NEUR1,DZ-2384,0.587361896,1.698510215,300,70.08015723,176.2085689,0.397711403
Batch2,NEUR1,DZ-2384,0.37395628,2.027954772,300,37.4548288,112.1868841,0.333861031
Batch2,NEUR1,DZ-2384,0.337679757,1.031222539,270,22.0850257,91.17353436,0.242230663
Batch2,NEUR1,DZ-2384,0.290315414,0.82698216,300,4.062459841,87.09462431,0.046644209
Batch2,NEUR1,DZ-2384,0.319779126,0.562551864,80,6.054172715,25.58233011,0.236654468
Batch2,NEUR1,DZ-2384,0.622616598,2.01083418,300,104.4757413,186.7849794,0.559336953
Batch2,NEUR1,DZ-2384,0.345655909,0.699809228,125,5.82664531,43.20698862,0.134854233
Batch2,NEUR1,DZ-2384,0.280556331,0.882121743,300,15.91801977,86.22231273,0.184616015
Batch2,NEUR1,DZ-2384,0.345391639,1.376725821,245,15.90030453,84.62095165,0.187900328
Batch2,NEUR1,DZ-2384,0.358606532,0.946858907,300,16.11854121,107.5819595,0.149825689
Batch2,NEUR1,DZ-2384,0.278121987,0.587310087,300,12.61970098,83.43659624,0.151248991
Batch2,NEUR1,DZ-2384,0.305757872,0.992421114,300,10.09622196,91.72736148,0.110067725
Batch2,NEUR1,DZ-2384,0.325632052,1.002881636,300,9.166014749,97.6896155,0.093827934
Batch2,NEUR1,DZ-2384,0.371029652,0.834568007,300,9.63924346,110.6469608,0.08711711
Batch2,NEUR1,DZ-2384,0.374839746,0.692714018,50,4.45972274,18.74198729,0.237953568
Batch2,NEUR1,DZ-2384,0.250004939,0.616262259,300,6.644441222,75.00148162,0.0885908
Batch2,NEUR1,DZ-2384,0.224610912,0.774023403,35,3.263404538,7.861381924,0.415118432
Batch2,NEUR1,DZ-2384,0.644343774,1.979157837,300,62.67819646,193.3031322,0.32424822
Batch2,NEUR1,DZ-2384,0.425329926,0.953475359,300,82.79098196,127.5989777,0.648837345
Batch2,NEUR1,DZ-2384,0.367585272,1.049420469,300,54.69504058,110.2755815,0.495985057
Batch2,NEUR1,DZ-2384,0.316684169,1.647040809,140,2.912107581,44.33578368,0.065683007
Batch2,NEUR1,DZ-2384,0.572364802,1.825879292,300,89.33133681,171.7094407,0.52024709
Batch2,NEUR1,DZ-2384,0.376137795,1.228738248,200,16.11820318,75.22755905,0.214259287
Batch2,NEUR1,DZ-2384,0.327392074,0.906959037,300,17.78748586,98.21762217,0.181102795
Batch2,NEUR1,DZ-2384,0.369169199,0.959058522,300,31.56293637,110.7507597,0.284990698
Batch2,NEUR1,DZ-2384,0.292757004,0.618337774,300,4.535567256,87.82710114,0.051642001
Batch2,NEUR1,DZ-2384,0.508069631,1.240362944,240,68.23633793,121.9367114,0.559604545
Batch2,NEUR1,DZ-2384,0.988368684,3.934874676,160,30.47073846,158.1389894,0.192683276
Batch2,NEUR1,DZ-2384,0.314544076,0.970448616,300,46.00502449,94.36322272,0.487531298
Batch2,NEUR1,DZ-2384,0.371421716,1.034866361,225,21.81845216,83.56988609,0.261080315
Batch2,NEUR1,DZ-2384,0.405878259,1.746373712,300,33.06363284,118.7942323,0.27832692
Batch2,NEUR1,DZ-2384,0.371856229,0.971384624,300,54.01915301,111.5568687,0.484229735
Batch2,NEUR1,DZ-2384,0.286946027,0.868611297,300,3.203390638,86.08380797,0.037212464
Batch2,NEUR1,DZ-2384,0.351111516,0.573021969,40,1.835716032,14.04446065,0.130707478
Batch2,NEUR1,DZ-2384,0.396893785,0.721933559,300,24.50355053,119.0681355,0.205794358
Batch2,NEUR1,DZ-2384,0.443098587,0.885956244,90,4.51164296,39.8788728,0.113133663
Batch2,NEUR1,DZ-2384,0.338823674,1.020855475,300,20.50737528,101.6471023,0.201750712
Batch2,NEUR1,DZ-2384,0.763954561,1.813449029,300,128.0734419,229.1863683,0.558817886
Batch2,NEUR1,DZ-2384,0.43086789,1.439151342,300,76.68973644,129.2603669,0.593296602
Batch2,NEUR1,DZ-2384,0.434326245,0.918944303,300,73.61403842,130.2978734,0.564967305
Batch2,NEUR1,DZ-2384,0.287496085,0.706040687,300,12.55783869,86.24882551,0.145600112
Batch2,NEUR1,DZ-2384,0.346676516,0.975536627,300,15.85680257,104.0029549,0.152464924
Batch2,NEUR1,DZ-2384,0.403951469,1.188615145,300,72.40027734,121.1854408,0.597433791
Batch2,NEUR1,DZ-2384,0.396213664,0.951572992,130,0.663820826,51.50777626,0.012887779
Batch2,NEUR1,DZ-2384,0.360200061,0.916025084,175,26.19303633,63.0350107,0.41553156
Batch2,NEUR1,DZ-2384,0.308667785,0.880970146,300,18.59517598,92.60033552,0.200811108
Batch2,NEUR1,DZ-2384,0.446157442,2.041116284,200,14.77305613,87.1834311,0.169447978
Batch2,NEUR1,DZ-2384,0.276127616,3.248380792,300,11.4043355,82.83828466,0.137669865
Batch2,NEUR1,DZ-2384,0.399862842,0.762593838,135,16.10057826,53.98148364,0.298261129
Batch2,NEUR1,DZ-2384,0.381203681,0.825981798,90,10.52893902,34.30833125,0.30689161
Batch2,NEUR1,DZ-2384,0.335742176,0.923562901,240,30.43005765,80.57812212,0.377646647
Batch2,NEUR1,DZ-2384,0.199790143,0.46605015,300,2.027747797,59.93704304,0.033831295
Batch2,NEUR1,DZ-2384,0.245638037,0.567365329,95,1.8669851,23.33561353,0.080005829
Batch2,NEUR1,DZ-2384,0.472214385,2.275138726,235,1.833485835,110.9703806,0.016522299
Batch2,NEUR1,DZ-2384,0.284437725,0.94162473,300,23.59814019,85.96130343,0.274520502
Batch2,NEUR1,DZ-2384,0.404668705,0.556253654,15,1.820283074,6.070030578,0.29988038
Batch2,NEUR1,DZ-2384,0.365236138,2.058925748,165,11.36013728,60.26396282,0.18850631
Batch2,NEUR1,DZ-2384,0.341998801,0.873998339,210,8.123614391,71.81974829,0.113111151
Batch2,NEUR1,DZ-2384,0.421074752,0.656461541,20,3.180762781,8.421495045,0.377695737
Batch2,NEUR1,DZ-2384,0.330247426,0.944077997,295,11.14919534,97.42299072,0.114441111
Batch2,NEUR1,DZ-2384,0.685271889,1.710375009,30,3.738267328,20.55815668,0.181838644
Batch2,NEUR1,DZ-2384,0.297799748,0.382077749,25,0.963721495,7.444993692,0.129445576
Batch2,NEUR1,DZ-2384,0.346231053,2.224635069,285,19.71766799,98.67584999,0.199822631
Batch2,NEUR1,DZ-2384,0.408962998,1.375799114,290,57.59094889,114.7650137,0.501816251
Batch2,NEUR1,DZ-2384,0.435272917,2.321873394,60,14.49369419,26.11637499,0.554965771
Batch2,NEUR1,DZ-2384,0.390577292,1.736345051,275,44.04528154,106.4311868,0.413838113
Batch2,NEUR1,DZ-2384,0.491214631,0.569115889,10,0.865356613,4.912146312,0.176166702
Batch2,NEUR1,DZ-2384,0.225957349,0.225957349,5,1.129786744,1.129786744,1
Batch2,NEUR1,DZ-2384,2.665327412,2.665327412,5,13.32663706,13.32663706,1
Batch2,NEUR1,DZ-2384,0.295224981,0.924091468,100,3.126881524,29.52249813,0.105915208
Batch2,NEUR1,DZ-2384,0.427460904,1.288646668,250,48.45471144,110.5246116,0.43840653
Batch2,NEUR1,DZ-2384,0.176478148,0.479673816,40,5.241411129,7.059125905,0.742501437
Batch2,NEUR1,DZ-2384,1.634400869,1.634400869,5,8.172004348,8.172004348,1
Batch2,NEUR1,DZ-2384,0.382213256,0.856835308,50,7.187424628,19.11066278,0.376094995
Batch2,NEUR1,DZ-2384,0.265750544,0.545061235,230,3.256557785,52.47948653,0.062053919
Batch2,NEUR1,DZ-2384,1.846168,1.846168,5,9.230839999,9.230839999,1
Batch2,NEUR1,DZ-2384,0.360957558,1.021028054,130,10.00179173,41.97369006,0.238287168
Batch2,NEUR1,DZ-2384,0.292815992,0.292815992,5,1.464079962,1.464079962,1
Batch2,NEUR1,DZ-2384,0.254858504,0.73192283,50,2.500952702,12.33567766,0.202741412
Batch2,NEUR1,DZ-2384,0.457711009,1.9648805,190,6.374021944,86.96509169,0.073294029
Batch2,NEUR1,DZ-2384,0.364986443,0.733002351,30,1.40132077,10.94959329,0.127979253
Batch2,NEUR1,DZ-2384,0.415279223,2.247982229,220,14.18075375,91.3614291,0.15521598
Batch2,NEUR1,DZ-2384,0.332896634,0.332896634,5,1.66448317,1.66448317,1
Batch2,NEUR1,DZ-2384,0.360743946,1.372418714,215,23.84206073,77.2780062,0.308523238
Batch2,NEUR1,DZ-2384,0.406974499,1.067660314,145,33.39274171,58.23225206,0.573440671
Batch2,NEUR1,DZ-2384,3.665944288,3.665944288,5,18.32972144,18.32972144,1
Batch2,NEUR1,DZ-2384,0.513828645,0.889256844,35,10.43907407,17.98400256,0.580464445
Batch2,NEUR1,DZ-2384,0.67539788,3.018861399,180,2.478356892,116.7324208,0.021231093
Batch2,NEUR1,DZ-2384,3.356947635,3.356947635,5,16.78473818,16.78473818,1
Batch2,NEUR1,DZ-2384,0.341752163,3.215083556,175,15.85228974,59.8066286,0.265059076
Batch2,NEUR1,DZ-2384,0.453018411,1.352405598,70,14.00495881,31.71128877,0.441639534
Batch2,NEUR1,DZ-2384,0.428405273,1.08960058,175,18.56448906,74.97092286,0.247622523
Batch2,NEUR1,DZ-2384,0.43918439,3.227736399,160,19.72570735,70.26950243,0.280715057
Batch2,NEUR1,DZ-2384,0.285187438,0.62176146,170,11.29745789,48.48186453,0.23302441
Batch2,NEUR1,DZ-2384,0.390344618,0.94372797,170,34.9927295,66.35858511,0.527327842
Batch2,NEUR1,DZ-2384,0.319523332,0.493743135,10,1.934251907,3.195233321,0.605355451
Batch2,NEUR1,DZ-2384,1.262081433,1.262081433,5,6.310407163,6.310407163,1
Batch2,NEUR1,DZ-2384,0.292022171,0.292022171,5,1.460110857,1.460110857,1
Batch2,NEUR1,DZ-2384,0.317629121,0.795414734,140,10.67778444,44.41324633,0.240418914
Batch2,NEUR1,DZ-2384,0.329880607,0.818317657,135,8.253529273,44.533882,0.185331458
Batch2,NEUR1,DZ-2384,0.437027859,0.956418491,135,43.11594026,59.51910804,0.724405013
Batch2,NEUR1,DZ-2384,0.119849434,0.119849434,5,0.599247169,0.599247169,1
Batch2,NEUR1,DZ-2384,0.60700712,0.87195343,20,5.707135715,12.14014239,0.470104512
Batch2,NEUR1,DZ-2384,0.290297834,0.622846501,110,9.035315276,31.93276179,0.282948131
Batch2,NEUR1,DZ-2384,0.148225979,0.148225979,5,0.741129893,0.741129893,1
Batch2,NEUR1,DZ-2384,0.307350799,0.72360761,105,9.033092993,32.27183391,0.279906404
Batch2,NEUR1,DZ-2384,0.996991743,0.996991743,5,4.984958715,4.984958715,1
Batch2,NEUR1,DZ-2384,0.76643051,1.997714576,50,12.63738169,38.3215255,0.329772407
Batch2,NEUR1,DZ-2384,0.84965345,2.146923928,35,26.87024629,29.73787076,0.903569946
Batch2,NEUR1,DZ-2384,0.403176426,0.894633488,75,2.80179409,30.23823197,0.092657338
Batch2,NEUR1,DZ-2384,1.747496925,1.747496925,5,8.737484626,8.737484626,1
Batch2,NEUR1,DZ-2384,0.350228758,1.08960058,35,1.362000725,12.25800652,0.111111111
Batch2,NEUR1,DZ-2384,0.390488086,2.091545567,70,13.31550203,27.33416602,0.487137673
Batch2,NEUR1,DZ-2384,0.085633115,0.117833329,10,0.626590057,0.856331148,0.731714663
Batch2,NEUR1,DZ-2384,2.936350311,2.936350311,5,14.68175156,14.68175156,1
Batch2,NEUR1,DZ-2384,0.739783888,1.848275141,65,25.3164119,48.0859527,0.526482486
Batch2,NEUR1,DZ-2384,0.733909711,0.733909711,5,3.669548553,3.669548553,1
Batch2,NEUR1,DZ-2384,1.794901763,1.794901763,5,8.974508815,8.974508815,1
Batch2,NEUR1,DZ-2384,0.449054881,0.82384338,30,7.490142598,9.307696624,0.804725691
Batch2,NEUR1,DZ-2384,0.534169531,1.175360128,60,17.38532008,32.05017187,0.542440776
Batch2,NEUR1,DZ-2384,0.589523047,1.582140825,55,7.472167293,32.42376757,0.230453394
Batch2,NEUR1,DZ-2384,0.573328449,1.323437696,55,13.65272118,31.53306472,0.432965248
Batch2,NEUR1,DZ-2384,0.297820648,0.621164901,55,7.79309356,14.03121327,0.55541124
Batch2,NEUR1,DZ-2384,0.552569023,0.906363451,45,20.12432992,24.86560602,0.809323927
Batch2,NEUR1,DZ-2384,1.366141912,1.366141912,5,6.830709562,6.830709562,1
Batch2,NEUR1,DZ-2384,0.447004513,0.447004513,5,2.235022564,2.235022564,1
Batch2,NEUR1,DZ-2384,1.02246385,1.138503234,10,1.177884291,10.2246385,0.115200581
Batch2,NEUR1,DZ-2384,0.515393913,1.01621442,30,11.73172304,15.46181739,0.758754469
Batch2,NEUR1,DZ-2384,0.526466854,1.438887294,30,4.904584681,15.79400563,0.310534566
Batch2,NEUR1,DZ-2384,0.479671515,0.888340832,30,7.782002359,14.39014544,0.540786915
Batch2,NEUR1,DZ-2384,0.152221189,0.197950764,30,1.00865422,3.239827184,0.311329637
Batch2,NEUR1,DZ-2384,1.490159491,1.490159491,5,7.450797456,7.450797456,1
Batch2,NEUR1,DZ-2384,0.259774679,0.451064139,20,3.867485341,5.195493576,0.744392286
Batch2,NEUR1,DZ-2384,0.486550139,1.154658878,15,6.087321837,7.298252089,0.834079416
Batch2,NEUR1,DZ-2384,0.619636669,0.85881183,15,7.568629802,9.294550035,0.814308361
Batch2,NEUR1,DZ-2384,0.404848468,0.434684521,10,2.926898648,4.048484677,0.722961523
Batch2,NEUR1,DZ-2384,1.210428101,1.210428101,5,6.052140506,6.052140506,1
Batch2,NEUR1,DZ-2384,0,0,10,0,0,
Batch2,NEUR1,DZ-2384,3.468395605,3.468395605,5,17.34197803,17.34197803,1
Batch2,NEUR1,DZ-2384,0.643058969,0.643058969,5,3.215294846,3.215294846,1
Batch2,NEUR1,DZ-2384,0.407004975,0.407004975,5,2.035024875,2.035024875,1
Batch2,NEUR1,DZ-2384,0.165185382,0.165185382,5,0.825926911,0.825926911,1
Batch2,NEUR1,DZ-2384,1.117821473,1.117821473,5,5.589107367,5.589107367,1
Batch2,NEUR1,DZ-2384,0.045627641,0.045627641,5,0.228138206,0.228138206,1
Batch2,NEUR1,Spastazoline,0.615669123,1.397245793,45,2.702718301,27.70511052,0.09755306
Batch2,NEUR1,Spastazoline,0.232980778,0.603297205,300,2.413017119,69.89423335,0.034523837
Batch2,NEUR1,Spastazoline,0.253130375,0.577864348,205,4.030936653,48.72992054,0.082719951
Batch2,NEUR1,Spastazoline,0.233321953,0.556004296,300,5.922072529,69.99658591,0.084605163
Batch2,NEUR1,Spastazoline,0.244484283,0.631855324,300,1.829705334,73.34528482,0.024946462
Batch2,NEUR1,Spastazoline,0.2597781,0.63478638,300,1.676615722,77.93343012,0.021513434
Batch2,NEUR1,Spastazoline,0.484502382,1.4110835,240,1.061947245,114.5545673,0.009270231
Batch2,NEUR1,Spastazoline,0.336892746,0.35371493,10,2.342644552,3.36892746,0.69536806
Batch2,NEUR1,Spastazoline,0.720480524,3.463859138,165,3.519602879,99.09326083,0.035518085
Batch2,NEUR1,Spastazoline,0.242345423,0.506739258,300,8.100864441,72.70362693,0.111423113
Batch2,NEUR1,Spastazoline,0.2289009,0.788398029,300,11.89025888,68.67027011,0.173150023
Batch2,NEUR1,Spastazoline,0.241539964,0.764482582,300,1.647464727,71.82524548,0.022937126
Batch2,NEUR1,Spastazoline,0.263394676,0.575596564,300,2.730640808,79.01840282,0.034557024
Batch2,NEUR1,Spastazoline,0.281837664,0.598279092,40,1.891416924,11.27350655,0.167775387
Batch2,NEUR1,Spastazoline,0.284901923,0.799347348,300,3.474704528,83.89092281,0.041419315
Batch2,NEUR1,Spastazoline,0.194103139,0.495315745,300,2.061476881,58.23094178,0.035401744
Batch2,NEUR1,Spastazoline,0.301231098,0.875672714,300,2.722581653,89.03006847,0.030580474
Batch2,NEUR1,Spastazoline,0.553708244,1.204015455,125,54.94581309,69.21353053,0.793859418
Batch2,NEUR1,Spastazoline,0.472030952,1.591648691,125,27.49644521,59.00386896,0.466010885
Batch2,NEUR1,Spastazoline,0.233361008,0.70451166,300,2.02583834,70.00830254,0.028937116
Batch2,NEUR1,Spastazoline,0.346268197,0.536506927,60,1.535188084,20.46597922,0.075011709
Batch2,NEUR1,Spastazoline,0.30041865,0.822523424,300,10.35790067,88.14392198,0.11751123
Batch2,NEUR1,Spastazoline,0.252278772,0.845902785,300,1.704284454,75.68363173,0.022518534
Batch2,NEUR1,Spastazoline,0.360057703,0.755874453,85,3.870169996,27.03972546,0.143129042
Batch2,NEUR1,Spastazoline,0.514182866,0.514182866,5,2.570914332,2.570914332,1
Batch2,NEUR1,Spastazoline,0.524955343,0.524955343,5,2.624776716,2.624776716,1
Batch2,NEUR1,Spastazoline,1.01201569,1.01201569,5,5.060078449,5.060078449,1
Batch2,NEUR1,Spastazoline,0.65487191,0.65487191,5,3.274359551,3.274359551,1
Batch2,NEUR1,Spastazoline,0.180913102,0.180913102,5,0.90456551,0.90456551,1
Batch2,NEUR1,Spastazoline,0.091660636,0.091660636,5,0.458303181,0.458303181,1
Batch2,NEUR1,Spastazoline,0.640300271,0.640300271,5,3.201501354,3.201501354,1
Batch2,NEUR1,Spastazoline,0,0,5,0,0,
Batch2,NEUR1,Spastazoline,0.893269282,0.893269282,5,4.466346411,4.466346411,1
Batch2,NEUR1,Spastazoline,0.524947709,0.676558749,10,1.534078426,5.249477094,0.292234521
Batch2,NEUR1,Spastazoline,0.591624576,1.135543957,55,3.05260049,32.53935165,0.093812579
Batch2,NEUR1,Spastazoline,0.768013008,0.819775094,10,2.180906502,7.680130078,0.283967391
Batch2,NEUR1,Spastazoline,0.589517439,0.589517439,5,2.947587194,2.947587194,1
Batch2,NEUR1,Spastazoline,0.510197287,0.670612024,10,4.865887074,5.101972875,0.953726567
Batch2,NEUR1,Spastazoline,0.401930595,0.453526939,10,0.706111046,4.019305946,0.175679845
Batch2,NEUR1,Spastazoline,0.64911274,1.215804299,10,5.859742707,6.4911274,0.90273112
Batch2,NEUR1,Spastazoline,0.332344061,0.414626471,15,1.399509691,4.985160912,0.280735109
Batch2,NEUR1,Spastazoline,0.536701424,0.772894474,15,1.389625972,8.050521354,0.172613165
Batch2,NEUR1,Spastazoline,0.444507422,1.335143276,60,8.991297975,18.38849908,0.488963125
Batch2,NEUR1,Spastazoline,1.939029558,3.594242118,10,19.1995952,19.39029558,0.990165164
Batch2,NEUR1,Spastazoline,0.37309945,0.37309945,5,1.86549725,1.86549725,1
Batch2,NEUR1,Spastazoline,0.287206855,0.287206855,5,1.436034276,1.436034276,1
Batch2,NEUR1,Spastazoline,0.810814016,0.810814016,5,4.054070082,4.054070082,1
Batch2,NEUR1,Spastazoline,0.535674833,0.535674833,5,2.678374167,2.678374167,1
Batch2,NEUR1,Spastazoline,0.440020867,0.440020867,5,2.200104334,2.200104334,1
Batch2,NEUR1,Spastazoline,0.636528204,0.636528204,5,3.182641018,3.182641018,1
Batch2,NEUR1,Spastazoline,0.542640116,0.542640116,5,2.713200582,2.713200582,1
Batch2,NEUR1,Spastazoline,0.518211199,0.518211199,5,2.591055993,2.591055993,1
Batch2,NEUR1,Spastazoline,2.494840708,2.494840708,5,12.47420354,12.47420354,1
Batch2,NEUR1,Spastazoline,0.597047551,0.597047551,5,2.985237755,2.985237755,1
Batch2,NEUR1,Spastazoline,0.228845879,0.405136623,40,2.232941743,8.181051621,0.272940674
Batch2,NEUR1,Spastazoline,2.870237349,2.870237349,5,14.35118674,14.35118674,1
Batch2,NEUR1,Spastazoline,0.136200072,0.54480029,70,1.362000725,9.534005072,0.142857143
Batch2,NEUR1,Spastazoline,0.500776682,0.901495799,50,2.143192907,23.79608253,0.090064947
Batch2,NEUR1,Spastazoline,0.271346531,0.717346632,230,3.868193673,62.40970208,0.061980646
Batch2,NEUR1,Spastazoline,0.876009064,0.99252754,10,2.756514729,8.760090637,0.314667375
Batch2,NEUR1,Spastazoline,0.533952423,0.533952423,5,2.669762113,2.669762113,1
Batch2,NEUR1,Spastazoline,0.424048978,1.0532784,55,0.861135622,23.32269381,0.036922648
Batch2,NEUR1,Spastazoline,0.369892435,0.687123307,20,3.091256661,6.43879506,0.480098626
Batch2,NEUR1,Spastazoline,0.807380572,0.807380572,5,4.036902858,4.036902858,1
Batch2,NEUR1,Spastazoline,0.877321111,0.877321111,5,4.386605554,4.386605554,1
Batch2,NEUR1,Spastazoline,3.188619566,3.242353721,10,0.539607835,31.88619566,0.016922929
Batch2,NEUR1,Spastazoline,2.857628338,2.857628338,5,14.28814169,14.28814169,1
Batch2,NEUR1,Spastazoline,0.506281695,0.767298528,10,5.062252375,5.062816947,0.999888487
Batch2,NEUR1,Spastazoline,0.623893545,0.623893545,5,3.119467726,3.119467726,1
Batch2,NEUR1,Spastazoline,0.465530382,0.811805294,45,2.908957002,18.92168891,0.153736647
Batch2,NEUR1,Spastazoline,0.996676859,0.996676859,5,4.983384296,4.983384296,1
Batch2,NEUR1,Spastazoline,0.35829792,0.995704204,210,2.935657738,68.58157177,0.042805344
Batch2,NEUR1,Spastazoline,0.548657995,0.548657995,5,2.743289973,2.743289973,1
Batch2,NEUR1,Spastazoline,0.790765881,1.058141699,10,4.745230948,7.907658805,0.600080386
Batch2,NEUR1,Spastazoline,0.249536226,0.82477692,195,1.328776487,48.65956402,0.027307612
Batch2,NEUR1,Spastazoline,1.149518874,1.149518874,5,5.74759437,5.74759437,1
Batch2,NEUR1,Spastazoline,0.202278052,0.318691937,10,1.281374801,2.022780518,0.63347199
Batch2,NEUR1,Spastazoline,0.675460552,0.675460552,5,3.377302758,3.377302758,1
